Viral coefficient,Cycle time,Retention rate,Resurrection rate,New,Active,Lost
0.5274734583331012,20.0,0.1327195301571571,0.0020148378124062293,1,0.0,0.0
0.527916122438041,19.925187187890234,0.13505010122335143,0.0020546639749666595,0,0.0,1.0
0.5283650112413856,19.85074750623752,0.13736904851786025,0.0020942915037126444,0,0.0,1.0
0.5288201958763411,19.77667909404594,0.1396764300144866,0.0021337213893344656,0,0.0,1.0
0.5292817480095335,19.702980099601326,0.14197230339788813,0.002172954617581319,0,0.0,1.0
0.5297497398403228,19.62964868042499,0.14425672606501894,0.002211992169285951,0,0.0,1.0
0.5302242441000183,19.556683003227622,0.14652975512656474,0.00225083502038919,0,0.0,1.0
0.5307053340509981,19.484081243863496,0.14879144740837041,0.0022894841419643375,0,0.0,1.0
0.5311930834857265,19.411841587284847,0.1510418594528608,0.0023279405002414435,0,0.0,1.0
0.5316875667256716,19.3399622274965,0.15328104752045435,0.0023662050566314683,0,0.0,1.0
0.5321888586201207,19.26844136751071,0.15550906759096927,0.002404278767750315,0,0.0,1.0
0.5326970345448898,19.197277219302258,0.1577259753650233,0.002442162585442745,0,0.0,1.0
0.5332121704009306,19.126468003763733,0.15993182626542646,0.002479857456806174,0,0.0,1.0
0.5337343426128284,19.056011950661052,0.1621266754385659,0.0025173643242143483,0,0.0,1.0
0.5342636281271931,18.985907298589225,0.16431057775578545,0.0025546841253409067,0,0.0,1.0
0.5348001044109402,18.916152294928295,0.16648358781475664,0.0025918177931828212,0,0.0,1.0
0.5353438494494615,18.846745195799535,0.1686457599408443,0.002628766256083722,0,0.0,1.0
0.5358949417446826,18.77768426602186,0.17079714818846403,0.0026655304377571076,0,0.0,1.0
0.5364534603130077,18.708967779068423,0.1729378063424341,0.0027021112573094317,0,0.0,1.0
0.5370194846831486,18.64059401702347,0.17506778791931998,0.0027385096292630905,0,0.0,1.0
0.5375930948938381,18.572561270539392,0.1771871461687719,0.002774726463579278,0,0.0,1.0
0.5381743714914244,18.504867838793984,0.1792959340748565,0.0028107626656807385,0,0.0,1.0
0.5387633955273475,18.437512029447923,0.18139420435738135,0.002846619136474401,0,0.0,1.0
0.5393602485554948,18.37049215860247,0.18348200947321264,0.002882296772373904,0,0.0,1.0
0.5399650126294343,18.30380655075736,0.18555940161758716,0.002917796465322,0,0.0,1.0
0.5405777702995256,18.237453538768932,0.18762643272541663,0.0029531191028128656,0,0.0,1.0
0.5411986046099052,18.171431463808418,0.1896831544725865,0.002988265567914276,0,0.0,1.0
0.5418275990953467,18.105738675320517,0.19172961827724738,0.0030232367392896897,0,0.0,1.0
0.5424648377779938,18.040373530982087,0.19376587530110118,0.003058033491220211,0,0.0,1.0
0.5431104051639645,17.97533439666112,0.19579197645067942,0.003092656693626453,0,0.0,1.0
0.5437643862398255,17.910619646375867,0.19780797237861641,0.003127107212090278,0,0.0,1.0
0.5444268664689357,17.8462276622542,0.19981391348491534,0.0031613859078764416,0,0.0,1.0
0.5450979317876571,17.782156834493172,0.20180984991820833,0.0031954936379541233,0,0.0,1.0
0.5457776686014326,17.71840556131874,0.20379583157701026,0.0032294312550183533,0,0.0,1.0
0.5464661637807277,17.654972248945754,0.20577190811096596,0.003263199607511324,0,0.0,1.0
0.5471635046568369,17.59185531153811,0.2077381289220916,0.003296799539643607,0,0.0,1.0
0.5478697790175533,17.529053171169082,0.20969454316601005,0.003330231891415256,0,0.0,1.0
0.5485850751026975,17.466564257781883,0.2116411997531792,0.0033634974986368063,0,0.0,1.0
0.5493094815995089,17.404387009150433,0.21357814735011516,0.003396597192950172,0,0.0,1.0
0.5500430876378941,17.342519870840277,0.21550543438060876,0.0034295318018494328,0,0.0,1.0
0.5507859827855347,17.28096129616973,0.217423109026936,0.0034623021487015272,0,0.0,1.0
0.5515382570428499,17.21970974617122,0.21933121923106308,0.003494909052766835,0,0.0,1.0
0.5523000008378158,17.158763689552806,0.2212298126958444,0.0035273533292196537,0,0.0,1.0
0.5530713050206393,17.0981216026599,0.22311893688621548,0.0035596357891685857,0,0.0,1.0
0.5538522608582827,17.037781969437177,0.22499863903037953,0.0035917572396768124,0,0.0,1.0
0.5546429600288435,16.977743281390655,0.2268689661209879,0.0036237184837822666,0,0.0,1.0
0.5554434946157832,16.918004037550013,0.22872996491631548,0.003655520320517718,0,0.0,1.0
0.5562539571020062,16.858562744431033,0.23058168194142892,0.0036871635449307405,0,0.0,1.0
0.5570744403637875,16.7994179159983,0.2324241634893503,0.003718648948103591,0,0.0,1.0
0.5579050376645488,16.740568073628022,0.23425745562221445,0.0037499773171729926,0,0.0,1.0
0.5587458426484806,16.682011746071073,0.2360816041724199,0.003781149435349799,0,0.0,1.0
0.55959694933401,16.623747469416216,0.2378966547437757,0.003812166081938592,0,0.0,1.0
0.5604584521071141,16.565773787053494,0.23970265271264046,0.0038430280323571483,0,0.0,1.0
0.5613304457144759,16.508089249637834,0.24149964322905754,0.0038737360581558387,0,0.0,1.0
0.5622130252564838,16.4506924150528,0.24328767121788336,0.0039042909270369077,0,0.0,1.0
0.5631062861800734,16.393581848374527,0.24506678137991095,0.003934693402873666,0,0.0,1.0
0.5640103242714096,16.336756121835883,0.24683701819298687,0.003964944245729594,0,0.0,1.0
0.5649252356484088,16.28021381479074,0.24859842591312376,0.003995044211877341,0,0.0,1.0
0.5658511167531011,16.22395351367848,0.2503510485756062,0.004024994053817625,0,0.0,1.0
0.56678806434383,16.16797381198864,0.2520949299960922,0.004054794520298056,0,0.0,1.0
