Viral coefficient,Cycle time,Retention rate,Resurrection rate,New,Active,Lost
0.5274734583331012,20.0,0.1327195301571571,0.0020148378124062293,10,0.0,0.0
0.527916122438041,19.925187187890234,0.13505010122335143,0.0020546639749666595,2,1.0,9.0
0.5283650112413856,19.85074750623752,0.13736904851786025,0.0020942915037126444,2,1.0,11.0
0.5288201958763411,19.77667909404594,0.1396764300144866,0.0021337213893344656,2,1.0,13.0
0.5292817480095335,19.702980099601326,0.14197230339788813,0.002172954617581319,2,1.0,15.0
0.5297497398403228,19.62964868042499,0.14425672606501894,0.002211992169285951,2,1.0,17.0
0.5302242441000183,19.556683003227622,0.14652975512656474,0.00225083502038919,2,1.0,19.0
0.5307053340509981,19.484081243863496,0.14879144740837041,0.0022894841419643375,2,1.0,21.0
0.5311930834857265,19.411841587284847,0.1510418594528608,0.0023279405002414435,2,1.0,23.0
0.5316875667256716,19.3399622274965,0.15328104752045435,0.0023662050566314683,2,1.0,25.0
0.5321888586201207,19.26844136751071,0.15550906759096927,0.002404278767750315,2,1.0,27.0
0.5326970345448898,19.197277219302258,0.1577259753650233,0.002442162585442745,2,1.0,29.0
0.5332121704009306,19.126468003763733,0.15993182626542646,0.002479857456806174,2,1.0,31.0
0.5337343426128284,19.056011950661052,0.1621266754385659,0.0025173643242143483,2,1.0,33.0
0.5342636281271931,18.985907298589225,0.16431057775578545,0.0025546841253409067,2,1.0,35.0
0.5348001044109402,18.916152294928295,0.16648358781475664,0.0025918177931828212,2,1.0,37.0
0.5353438494494615,18.846745195799535,0.1686457599408443,0.002628766256083722,2,1.0,39.0
0.5358949417446826,18.77768426602186,0.17079714818846403,0.0026655304377571076,2,1.0,41.0
0.5364534603130077,18.708967779068423,0.1729378063424341,0.0027021112573094317,2,1.0,43.0
0.5370194846831486,18.64059401702347,0.17506778791931998,0.0027385096292630905,2,1.0,45.0
0.5375930948938381,18.572561270539392,0.1771871461687719,0.002774726463579278,2,1.0,47.0
0.5381743714914244,18.504867838793984,0.1792959340748565,0.0028107626656807385,2,1.0,49.0
0.5387633955273475,18.437512029447923,0.18139420435738135,0.002846619136474401,2,1.0,51.0
0.5393602485554948,18.37049215860247,0.18348200947321264,0.002882296772373904,2,2.0,52.0
0.5399650126294343,18.30380655075736,0.18555940161758716,0.002917796465322,2,3.0,53.0
0.5405777702995256,18.237453538768932,0.18762643272541663,0.0029531191028128656,2,4.0,54.0
0.5411986046099052,18.171431463808418,0.1896831544725865,0.002988265567914276,2,5.0,55.0
0.5418275990953467,18.105738675320517,0.19172961827724738,0.0030232367392896897,2,6.0,56.0
0.5424648377779938,18.040373530982087,0.19376587530110118,0.003058033491220211,2,7.0,57.0
0.5431104051639645,17.97533439666112,0.19579197645067942,0.003092656693626453,2,8.0,58.0
0.5437643862398255,17.910619646375867,0.19780797237861641,0.003127107212090278,2,9.0,59.0
0.5444268664689357,17.8462276622542,0.19981391348491534,0.0031613859078764416,2,10.0,60.0
0.5450979317876571,17.782156834493172,0.20180984991820833,0.0031954936379541233,2,11.0,61.0
0.5457776686014326,17.71840556131874,0.20379583157701026,0.0032294312550183533,2,12.0,62.0
0.5464661637807277,17.654972248945754,0.20577190811096596,0.003263199607511324,2,13.0,63.0
0.5471635046568369,17.59185531153811,0.2077381289220916,0.003296799539643607,2,14.0,64.0
0.5478697790175533,17.529053171169082,0.20969454316601005,0.003330231891415256,2,15.0,65.0
0.5485850751026975,17.466564257781883,0.2116411997531792,0.0033634974986368063,2,16.0,66.0
0.5493094815995089,17.404387009150433,0.21357814735011516,0.003396597192950172,2,17.0,67.0
0.5500430876378941,17.342519870840277,0.21550543438060876,0.0034295318018494328,2,18.0,68.0
0.5507859827855347,17.28096129616973,0.217423109026936,0.0034623021487015272,2,19.0,69.0
0.5515382570428499,17.21970974617122,0.21933121923106308,0.003494909052766835,2,20.0,70.0
0.5523000008378158,17.158763689552806,0.2212298126958444,0.0035273533292196537,2,21.0,71.0
0.5530713050206393,17.0981216026599,0.22311893688621548,0.0035596357891685857,2,22.0,72.0
0.5538522608582827,17.037781969437177,0.22499863903037953,0.0035917572396768124,2,23.0,73.0
0.5546429600288435,16.977743281390655,0.2268689661209879,0.0036237184837822666,2,24.0,74.0
0.5554434946157832,16.918004037550013,0.22872996491631548,0.003655520320517718,2,25.0,75.0
0.5562539571020062,16.858562744431033,0.23058168194142892,0.0036871635449307405,2,26.0,76.0
0.5570744403637875,16.7994179159983,0.2324241634893503,0.003718648948103591,2,27.0,77.0
0.5579050376645488,16.740568073628022,0.23425745562221445,0.0037499773171729926,2,28.0,78.0
0.5587458426484806,16.682011746071073,0.2360816041724199,0.003781149435349799,2,29.0,79.0
0.55959694933401,16.623747469416216,0.2378966547437757,0.003812166081938592,2,30.0,80.0
0.5604584521071141,16.565773787053494,0.23970265271264046,0.0038430280323571483,2,31.0,81.0
0.5613304457144759,16.508089249637834,0.24149964322905754,0.0038737360581558387,2,32.0,82.0
0.5622130252564838,16.4506924150528,0.24328767121788336,0.0039042909270369077,2,33.0,83.0
0.5631062861800734,16.393581848374527,0.24506678137991095,0.003934693402873666,2,34.0,84.0
0.5640103242714096,16.336756121835883,0.24683701819298687,0.003964944245729594,2,35.0,85.0
0.5649252356484088,16.28021381479074,0.24859842591312376,0.003995044211877341,2,36.0,86.0
0.5658511167531011,16.22395351367848,0.2503510485756062,0.004024994053817625,2,37.0,87.0
0.56678806434383,16.16797381198864,0.2520949299960922,0.004054794520298056,2,38.0,88.0
0.5677361754872914,16.112273310225767,0.253830113771708,0.004084446356331849,2,39.0,89.0
0.5686955475504072,16.056850615874417,0.25555664328213834,0.004113950303216448,2,40.0,90.0
0.5696662781920373,16.001704343364338,0.25727456169071106,0.004143307098552063,2,41.0,91.0
0.5706484653545253,15.946833114035853,0.25898391194547565,0.004172517476260104,2,42.0,92.0
0.5716422072550802,15.892235556105364,0.26068473678027776,0.004201582166601536,2,43.0,93.0
0.5726476023769913,15.837910304631084,0.26237707871582655,0.004230501896195134,2,44.0,94.0
0.573664749460677,15.783856001478892,0.2640609800607588,0.004259277388035641,2,45.0,95.0
0.574693747494566,15.730071295288399,0.26573648291269564,0.004287909361511851,2,46.0,96.0
0.5757346957058116,15.676554841439145,0.2674036291592958,0.004316398532424596,2,47.0,97.0
0.576787693550836,15.623305302017,0.2690624604793021,0.004344745613004629,2,48.0,98.0
0.5778528407057081,15.570321345780702,0.27071301834358413,0.004372951311930443,2,49.0,99.0
0.5789302370563494,15.517601648128586,0.27235534401617434,0.0044010163343459795,2,50.0,100.0
0.5800199826885721,15.465144891065465,0.2739894785553001,0.004428941381878261,2,51.0,101.0
0.5811221778779463,15.412949763169683,0.27561546281441,0.004456727152654929,2,52.0,102.0
0.5822369230794959,15.36101495956032,0.2772333374431953,0.004484374341321702,2,53.0,103.0
0.5833643189172246,15.309339181864583,0.27884314288860584,0.004511883639059735,2,54.0,104.0
0.5845044661734698,15.257921138185338,0.2804449193958617,0.004539255733602906,2,55.0,105.0
0.5856574657780853,15.206759543068815,0.2820387070094589,0.004566491309255002,2,56.0,106.0
0.5868234187974518,15.15585311747247,0.2836245455741709,0.0045935910469068345,2,57.0,107.0
0.5880024264233157,15.105200588733014,0.28520247473604426,0.004620555624053255,2,58.0,108.0
0.5891945899614548,15.05480069053459,0.28677253394339036,0.004647385714810097,2,59.0,109.0
0.5904000108201729,15.004652162877116,0.28833476244777106,0.004674081989931029,2,60.0,110.0
0.5916187904986204,14.954753752044791,0.28988919930498047,0.004700645116824315,2,61.0,111.0
0.5928510305749431,14.905104210574743,0.29143588337602083,0.004727075759569515,2,62.0,112.0
0.5940968326942582,14.855702297225852,0.29297485332807444,0.004753374578934071,2,63.0,113.0
0.5953562985564568,14.806546776947709,0.2945061476354705,0.0047795422323898395,2,64.0,114.0
0.5966295299038354,14.757636420849748,0.2960298045806462,0.004805579374129518,2,65.0,115.0
0.5979166285085533,14.708970006170519,0.29754586225510465,0.004831486655083008,2,66.0,116.0
