Unnamed: 0,Unnamed: 0.1,Viral coefficient,Cycle time,Retention rate,Resurrection rate,New,Active,Lost
0,0,0.5,20.0,0.1327195301571571,0.0020148378124062293,10,0.0,0.0
1,1,0.5,19.925187187890234,0.13505010122335145,0.0020546639749666595,10,1.0,9.0
2,2,0.5,19.850747506237518,0.13736904851786025,0.0020942915037126444,10,2.0,18.0
3,3,0.5,19.776679094045946,0.1396764300144866,0.0021337213893344656,10,3.0,27.0
4,4,0.5,19.70298009960133,0.14197230339788813,0.002172954617581319,10,4.0,36.0
5,5,0.5,19.62964868042499,0.14425672606501894,0.002211992169285951,10,5.0,45.0
6,6,0.5,19.556683003227626,0.14652975512656474,0.00225083502038919,10,7.0,53.0
7,7,0.5,19.484081243863496,0.1487914474083704,0.002289484141964337,10,9.0,61.0
8,8,0.5,19.411841587284847,0.1510418594528608,0.0023279405002414435,10,11.0,69.0
9,9,0.5,19.3399622274965,0.15328104752045435,0.0023662050566314683,10,13.0,77.0
10,10,0.5,19.26844136751071,0.15550906759096927,0.002404278767750315,10,15.0,85.0
11,11,0.5,19.197277219302254,0.1577259753650233,0.002442162585442745,10,17.0,93.0
12,12,0.5,19.126468003763737,0.15993182626542646,0.002479857456806174,10,19.0,101.0
13,13,0.5,19.056011950661045,0.1621266754385659,0.0025173643242143483,10,21.0,109.0
14,14,0.5,18.985907298589225,0.16431057775578545,0.002554684125340907,10,23.0,117.0
15,15,0.5,18.91615229492829,0.16648358781475664,0.0025918177931828212,10,25.0,125.0
16,16,0.5,18.84674519579953,0.1686457599408443,0.002628766256083721,10,27.0,133.0
17,17,0.5,18.77768426602186,0.17079714818846406,0.0026655304377571076,10,29.0,141.0
18,18,0.5,18.708967779068423,0.1729378063424341,0.002702111257309432,10,31.0,149.0
19,19,0.5,18.640594017023467,0.17506778791931998,0.0027385096292630905,12,33.0,157.0
20,20,0.5,18.572561270539392,0.1771871461687719,0.002774726463579278,10,36.0,166.0
21,21,0.5,18.504867838793984,0.1792959340748565,0.0028107626656807385,10,38.0,174.0
22,22,0.5,18.437512029447927,0.18139420435738127,0.002846619136474401,10,40.0,182.0
23,23,0.5,18.37049215860247,0.18348200947321264,0.002882296772373904,10,42.0,190.0
24,24,0.5,18.30380655075736,0.1855594016175872,0.002917796465322,10,44.0,198.0
25,25,0.5,18.237453538768925,0.18762643272541665,0.0029531191028128656,10,46.0,206.0
26,26,0.5,18.171431463808414,0.1896831544725865,0.002988265567914277,10,48.0,214.0
27,27,0.5,18.10573867532052,0.19172961827724733,0.0030232367392896893,10,51.0,221.0
28,28,0.5,18.040373530982087,0.1937658753011012,0.003058033491220211,10,54.0,228.0
29,29,0.5,17.975334396661122,0.19579197645067944,0.003092656693626453,10,57.0,235.0
30,30,0.5,17.910619646375867,0.1978079723786164,0.003127107212090278,10,60.0,242.0
31,31,0.5,17.8462276622542,0.1998139134849153,0.0031613859078764416,10,63.0,249.0
32,32,0.5,17.782156834493172,0.2018098499182084,0.0031954936379541233,10,66.0,256.0
33,33,0.5,17.71840556131874,0.20379583157701026,0.0032294312550183533,10,69.0,263.0
34,34,0.5,17.654972248945754,0.205771908110966,0.003263199607511324,10,72.0,270.0
35,35,0.5,17.59185531153811,0.2077381289220916,0.003296799539643607,10,75.0,277.0
36,36,0.5,17.529053171169082,0.20969454316601005,0.0033302318914152557,10,78.0,284.0
37,37,0.5,17.466564257781883,0.2116411997531792,0.003363497498636807,10,81.0,291.0
38,38,0.5,17.40438700915043,0.2135781473501152,0.003396597192950172,10,84.0,298.0
39,39,0.5,17.342519870840274,0.2155054343806088,0.0034295318018494328,10,87.0,305.0
40,40,0.5,17.280961296169732,0.21742310902693598,0.003462302148701527,10,90.0,312.0
41,41,0.5,17.219709746171223,0.21933121923106308,0.003494909052766835,10,93.0,319.0
42,42,0.5,17.158763689552806,0.2212298126958444,0.0035273533292196533,10,96.0,326.0
43,43,0.5,17.0981216026599,0.22311893688621548,0.0035596357891685853,10,99.0,333.0
44,44,0.5,17.037781969437173,0.2249986390303796,0.0035917572396768124,10,102.0,340.0
45,45,0.5,16.977743281390655,0.2268689661209879,0.0036237184837822666,10,105.0,347.0
46,46,0.5,16.91800403755001,0.2287299649163155,0.003655520320517718,10,109.0,353.0
47,47,0.5,16.858562744431033,0.2305816819414289,0.0036871635449307405,10,113.0,359.0
48,48,0.5,16.7994179159983,0.2324241634893503,0.0037186489481035906,10,117.0,365.0
49,49,0.5,16.740568073628022,0.23425745562221445,0.003749977317172993,10,121.0,371.0
50,50,0.5,16.682011746071073,0.2360816041724199,0.0037811494353497993,11,125.0,377.0
51,51,0.5,16.623747469416216,0.2378966547437757,0.0038121660819385923,11,129.0,384.0
52,52,0.5,16.565773787053494,0.2397026527126405,0.003843028032357148,11,133.0,391.0
53,53,0.5,16.508089249637834,0.24149964322905754,0.003873736058155839,11,137.0,398.0
54,54,0.5,16.4506924150528,0.24328767121788336,0.0039042909270369077,11,141.0,405.0
55,55,0.5,16.393581848374527,0.2450667813799109,0.0039346934028736645,11,145.0,412.0
56,56,0.5,16.336756121835887,0.2468370181929869,0.0039649442457295936,11,149.0,419.0
57,57,0.5,16.28021381479074,0.24859842591312376,0.003995044211877341,11,153.0,426.0
58,58,0.5,16.22395351367848,0.2503510485756062,0.004024994053817625,11,157.0,433.0
59,59,0.5,16.16797381198864,0.2520949299960922,0.004054794520298056,11,161.0,440.0
